Stand_GNN,SoilName,PctOfStand,Climate,BaselineSed,TrtIn2025,SedSpikeIn2025,TrtIn2045,SedSpikeIn2045
Stand_108_GNN_14451,Minkwell,,,,,,,
Stand_200_GNN_137472,Minkwell,,,,,,,
Stand_164_GNN_8994,Dinzer,,,,,,,
Stand_50_GNN_13575,Minkwell,,,,,,,
Stand_50_GNN_13574,Minkwell,,,,,,,
Stand_24_GNN_78787,Dinzer,,,,,,,
Stand_88_GNN_141180,Dinzer,,,,,,,
Stand_85_GNN_8734,Dinzer,,,,,,,
Stand_88_GNN_137444,Dinzer,,,,,,,
Stand_67_GNN_8049,Minkwell,,,,,,,
Stand_99_GNN_14452,Minkwell,,,,,,,
Stand_99_GNN_14451,Minkwell,,,,,,,
Stand_55_GNN_89296,Minkwell,,,,,,,
Stand_187_GNN_130578,Dinzer,,,,,,,
Stand_160_GNN_145614,Dinzer,,,,,,,
Stand_71_GNN_14451,Minkwell,,,,,,,
Stand_71_GNN_14452,Minkwell,,,,,,,
Stand_85_GNN_149512,Dinzer,,,,,,,
Stand_30_GNN_84053,Dinzer,,,,,,,
Stand_277_GNN_13239,Dinzer,,,,,,,
Stand_96_GNN_78643,Dinzer,,,,,,,
Stand_108_GNN_14234,Minkwell,,,,,,,
Stand_147_GNN_137492,Minkwell,,,,,,,
Stand_62_GNN_133151,Dinzer,,,,,,,
Stand_36_GNN_141226,Minkwell,,,,,,,
Stand_9_GNN_137547,Minkwell,,,,,,,
Stand_296_GNN_130409,Minkwell,,,,,,,
Stand_295_GNN_14234,Minkwell,,,,,,,
Stand_91_GNN_21148,Dinzer,,,,,,,
Stand_9_GNN_8765,Minkwell,,,,,,,
Stand_198_GNN_24240,Minkwell,,,,,,,
Stand_290_GNN_137472,Minkwell,,,,,,,
Stand_175_GNN_78788,Dinzer,,,,,,,
Stand_18_GNN_93087,Dinzer,,,,,,,
Stand_39_GNN_137471,Minkwell,,,,,,,
Stand_4_GNN_23651,Dinzer,,,,,,,
Stand_18_GNN_93088,Dinzer,,,,,,,
Stand_175_GNN_78787,Dinzer,,,,,,,
Stand_96_GNN_24382,Dinzer,,,,,,,
Stand_84_GNN_9895,Dinzer,,,,,,,
Stand_2_GNN_136433,Minkwell,,,,,,,
Stand_161_GNN_14234,Dinzer,,,,,,,
Stand_88_GNN_24482,Dinzer,,,,,,,
Stand_73_GNN_8533,Minkwell,,,,,,,
Stand_61_GNN_82240,Dinzer,,,,,,,
Stand_159_GNN_83057,Rock outcrop,,,,,,,
Stand_126_GNN_78828,Dinzer,,,,,,,
Stand_177_GNN_137526,Dinzer,,,,,,,
Stand_275_GNN_107020,Minkwell,,,,,,,
Stand_72_GNN_140908,Dinzer,,,,,,,
Stand_275_GNN_107024,Minkwell,,,,,,,
Stand_4_GNN_8734,Dinzer,,,,,,,
Stand_190_GNN_25172,Dinzer,,,,,,,
Stand_288_GNN_137417,Minkwell,,,,,,,
Stand_275_GNN_136433,Minkwell,,,,,,,
Stand_139_GNN_137526,Minkwell,,,,,,,
Stand_80_GNN_9023,Dinzer,,,,,,,
Stand_80_GNN_14234,Dinzer,,,,,,,
Stand_39_GNN_21178,Minkwell,,,,,,,
Stand_12_GNN_13239,Minkwell,,,,,,,
Stand_98_GNN_24337,Minkwell,,,,,,,
Stand_87_GNN_25119,Rock outcrop,,,,,,,
Stand_19_GNN_25119,Dinzer,,,,,,,
Stand_5_GNN_14345,Dinzer,,,,,,,
Stand_68_GNN_11955,Minkwell,,,,,,,
Stand_214_GNN_137526,Minkwell,,,,,,,
Stand_156_GNN_137506,Dinzer,,,,,,,
Stand_68_GNN_11959,Minkwell,,,,,,,
Stand_203_GNN_21209,Dinzer,,,,,,,
Stand_101_GNN_25120,Dinzer,,,,,,,
Stand_65_GNN_13651,Minkwell,,,,,,,
Stand_290_GNN_85910,Minkwell,,,,,,,
Stand_54_GNN_8663,Minkwell,,,,,,,
Stand_209_GNN_8681,Dinzer,,,,,,,
Stand_51_GNN_137417,Minkwell,,,,,,,
Stand_262_GNN_150017,Dinzer,,,,,,,
Stand_13_GNN_141226,Minkwell,,,,,,,
Stand_61_GNN_25253,Dinzer,,,,,,,
Stand_134_GNN_9024,Minkwell,,,,,,,
Stand_151_GNN_78788,Dinzer,,,,,,,
Stand_94_GNN_25253,Dinzer,,,,,,,
Stand_100_GNN_82600,Dinzer,,,,,,,
Stand_216_GNN_25150,Dinzer,,,,,,,
Stand_285_GNN_8734,Dinzer,,,,,,,
Stand_131_GNN_14452,Minkwell,,,,,,,
Stand_131_GNN_14453,Minkwell,,,,,,,
Stand_11_GNN_127780,Minkwell,,,,,,,
Stand_111_GNN_141226,Minkwell,,,,,,,
Stand_22_GNN_134994,Dinzer,,,,,,,
Stand_302_GNN_8959,Dinzer,,,,,,,
Stand_135_GNN_107055,Minkwell,,,,,,,
Stand_182_GNN_84053,Dinzer,,,,,,,
Stand_58_GNN_12554,Dinzer,,,,,,,
Stand_61_GNN_9895,Dinzer,,,,,,,
Stand_88_GNN_13334,Dinzer,,,,,,,
Stand_85_GNN_145522,Dinzer,,,,,,,
Stand_187_GNN_24758,Dinzer,,,,,,,
Stand_50_GNN_88932,Minkwell,,,,,,,
Stand_19_GNN_129921,Dinzer,,,,,,,
Stand_35_GNN_2331,Minkwell,,,,,,,
Stand_112_GNN_93777,Minkwell,,,,,,,
Stand_30_GNN_8994,Dinzer,,,,,,,
Stand_226_GNN_25120,Dinzer,,,,,,,
Stand_20_GNN_84088,Dinzer,,,,,,,
Stand_222_GNN_137268,Minkwell,,,,,,,
Stand_168_GNN_8959,Minkwell,,,,,,,
Stand_162_GNN_8959,Dinzer,,,,,,,
Stand_98_GNN_14600,Dinzer,,,,,,,
Stand_49_GNN_85910,Minkwell,,,,,,,
Stand_115_GNN_2854,Minkwell,,,,,,,
Stand_278_GNN_2325,Minkwell,,,,,,,
Stand_37_GNN_13122,Minkwell,,,,,,,
Stand_17_GNN_21148,Dinzer,,,,,,,
Stand_20_GNN_13119,Dinzer,,,,,,,
Stand_162_GNN_13091,Dinzer,,,,,,,
Stand_110_GNN_14452,Minkwell,,,,,,,
Stand_177_GNN_14780,Dinzer,,,,,,,
Stand_173_GNN_129921,Dinzer,,,,,,,
Stand_163_GNN_14452,Minkwell,,,,,,,
Stand_290_GNN_25120,Minkwell,,,,,,,
Stand_99_GNN_25052,Minkwell,,,,,,,
Stand_292_GNN_24845,Minkwell,,,,,,,
Stand_33_GNN_25195,Dinzer,,,,,,,
Stand_151_GNN_2946,Dinzer,,,,,,,
Stand_1_GNN_20951,Dinzer,,,,,,,
Stand_66_GNN_145213,Minkwell,,,,,,,
Stand_216_GNN_136495,Dinzer,,,,,,,
Stand_74_GNN_23699,Dinzer,,,,,,,
Stand_69_GNN_84291,Minkwell,,,,,,,
Stand_61_GNN_21209,Dinzer,,,,,,,
Stand_95_GNN_84053,Dinzer,,,,,,,
Stand_127_GNN_84328,Dinzer,,,,,,,
Stand_74_GNN_24642,Dinzer,,,,,,,
Stand_20_GNN_148901,Dinzer,,,,,,,
Stand_242_GNN_81101,Minkwell,,,,,,,
Stand_77_GNN_78633,Dinzer,,,,,,,
Stand_102_GNN_21178,Dinzer,,,,,,,
Stand_275_GNN_8046,Minkwell,,,,,,,
Stand_93_GNN_2928,Dinzer,,,,,,,
Stand_296_GNN_25152,Minkwell,,,,,,,
Stand_119_GNN_25019,Minkwell,,,,,,,
Stand_201_GNN_137472,Minkwell,,,,,,,
Stand_201_GNN_137471,Minkwell,,,,,,,
Stand_141_GNN_25088,Dinzer,,,,,,,
Stand_246_GNN_149299,Dinzer,,,,,,,
Stand_157_GNN_83057,Dinzer,,,,,,,
Stand_24_GNN_23651,Rock outcrop,,,,,,,
Stand_136_GNN_141014,Minkwell,,,,,,,
Stand_287_GNN_137471,Dinzer,,,,,,,
Stand_297_GNN_133652,Minkwell,,,,,,,
Stand_140_GNN_150017,Rock outcrop,,,,,,,
Stand_19_GNN_84088,Dinzer,,,,,,,
Stand_16_GNN_141226,Minkwell,,,,,,,
Stand_173_GNN_84053,Dinzer,,,,,,,
Stand_69_GNN_25120,Minkwell,,,,,,,
Stand_103_GNN_145350,Dinzer,,,,,,,
Stand_88_GNN_25053,Dinzer,,,,,,,
Stand_209_GNN_149460,Dinzer,,,,,,,
Stand_67_GNN_83127,Minkwell,,,,,,,
Stand_91_GNN_136495,Dinzer,,,,,,,
Stand_284_GNN_137417,Minkwell,,,,,,,
Stand_90_GNN_25119,Dinzer,,,,,,,
Stand_188_GNN_25150,Dinzer,,,,,,,
Stand_116_GNN_9157,Dinzer,,,,,,,
Stand_96_GNN_92840,Dinzer,,,,,,,
Stand_136_GNN_8191,Minkwell,,,,,,,
Stand_5_GNN_84053,Dinzer,,,,,,,
Stand_91_GNN_8601,Dinzer,,,,,,,
Stand_295_GNN_14528,Minkwell,,,,,,,
Stand_299_GNN_81141,Minkwell,,,,,,,
Stand_39_GNN_81141,Dinzer,,,,,,,
Stand_28_GNN_24481,Dinzer,,,,,,,
Stand_229_GNN_24240,Minkwell,,,,,,,
Stand_298_GNN_137492,Minkwell,,,,,,,
Stand_187_GNN_21178,Dinzer,,,,,,,
Stand_221_GNN_133913,Minkwell,,,,,,,
Stand_154_GNN_149639,Dinzer,,,,,,,
Stand_182_GNN_149362,Dinzer,,,,,,,
Stand_76_GNN_24218,Dinzer,,,,,,,
Stand_66_GNN_141014,Minkwell,,,,,,,
Stand_104_GNN_137471,Dinzer,,,,,,,
Stand_104_GNN_137472,Dinzer,,,,,,,
Stand_126_GNN_24218,Dinzer,,,,,,,
Stand_7_GNN_83558,Dinzer,,,,,,,
Stand_180_GNN_80413,Minkwell,,,,,,,
Stand_96_GNN_25195,Dinzer,,,,,,,
Stand_288_GNN_24588,Minkwell,,,,,,,
Stand_64_GNN_12833,Minkwell,,,,,,,
Stand_216_GNN_136333,Dinzer,,,,,,,
Stand_97_GNN_137444,Dinzer,,,,,,,
Stand_122_GNN_14347,Dinzer,,,,,,,
Stand_122_GNN_14345,Dinzer,,,,,,,
Stand_291_GNN_21178,Minkwell,,,,,,,
Stand_148_GNN_24382,Dinzer,,,,,,,
Stand_283_GNN_137526,Minkwell,,,,,,,
Stand_56_GNN_137417,Minkwell,,,,,,,
Stand_24_GNN_129921,Rock outcrop,,,,,,,
Stand_230_GNN_137492,Minkwell,,,,,,,
Stand_299_GNN_75403,Minkwell,,,,,,,
Stand_164_GNN_78788,Dinzer,,,,,,,
Stand_62_GNN_25120,Dinzer,,,,,,,
Stand_217_GNN_14019,Minkwell,,,,,,,
Stand_224_GNN_14452,Dinzer,,,,,,,
Stand_67_GNN_9122,Minkwell,,,,,,,
Stand_287_GNN_24981,Dinzer,,,,,,,
Stand_269_GNN_84328,Dinzer,,,,,,,
Stand_23_GNN_21148,Dinzer,,,,,,,
Stand_297_GNN_25120,Minkwell,,,,,,,
Stand_127_GNN_25150,Dinzer,,,,,,,
Stand_130_GNN_137417,Minkwell,,,,,,,
Stand_178_GNN_150017,Rock outcrop,,,,,,,
Stand_35_GNN_20760,Minkwell,,,,,,,
Stand_45_GNN_145213,Minkwell,,,,,,,
Stand_158_GNN_145522,Dinzer,,,,,,,
Stand_86_GNN_136257,Dinzer,,,,,,,
Stand_193_GNN_137492,Dinzer,,,,,,,
Stand_2_GNN_83102,Minkwell,,,,,,,
Stand_18_GNN_137234,Dinzer,,,,,,,
Stand_153_GNN_84088,Dinzer,,,,,,,
Stand_255_GNN_84053,Dinzer,,,,,,,
Stand_190_GNN_21112,Dinzer,,,,,,,
Stand_244_GNN_148901,Dinzer,,,,,,,
Stand_103_GNN_24219,Dinzer,,,,,,,
Stand_151_GNN_21178,Dinzer,,,,,,,
Stand_61_GNN_16738,Dinzer,,,,,,,
Stand_46_GNN_21273,Minkwell,,,,,,,
Stand_151_GNN_21177,Dinzer,,,,,,,
Stand_281_GNN_87958,Dinzer,,,,,,,
Stand_162_GNN_20760,Dinzer,,,,,,,
Stand_125_GNN_94203,Rock outcrop,,,,,,,
Stand_62_GNN_24981,Dinzer,,,,,,,
Stand_129_GNN_13239,Minkwell,,,,,,,
Stand_302_GNN_23578,Dinzer,,,,,,,
Stand_164_GNN_84328,Dinzer,,,,,,,
Stand_116_GNN_149352,Dinzer,,,,,,,
Stand_100_GNN_137526,Dinzer,,,,,,,
Stand_222_GNN_20588,Minkwell,,,,,,,
Stand_171_GNN_21307,Dinzer,,,,,,,
Stand_125_GNN_145381,Dinzer,,,,,,,
Stand_54_GNN_129713,Minkwell,,,,,,,
Stand_9_GNN_93981,Minkwell,,,,,,,
Stand_299_GNN_145522,Minkwell,,,,,,,
Stand_96_GNN_133913,Dinzer,,,,,,,
Stand_273_GNN_137255,Minkwell,,,,,,,
Stand_96_GNN_14451,Dinzer,,,,,,,
Stand_249_GNN_20888,Dinzer,,,,,,,
Stand_18_GNN_24218,Dinzer,,,,,,,
Stand_81_GNN_136333,Minkwell,,,,,,,
Stand_76_GNN_148901,Dinzer,,,,,,,
Stand_103_GNN_137472,Dinzer,,,,,,,
Stand_131_GNN_24403,Minkwell,,,,,,,
Stand_113_GNN_14452,Minkwell,,,,,,,
Stand_288_GNN_14234,Minkwell,,,,,,,
Stand_196_GNN_129921,Dinzer,,,,,,,
Stand_108_GNN_25052,Minkwell,,,,,,,
Stand_108_GNN_25053,Dinzer,,,,,,,
Stand_14_GNN_25119,Dinzer,,,,,,,
Stand_37_GNN_127780,Minkwell,,,,,,,
Stand_92_GNN_141109,Dinzer,,,,,,,
Stand_33_GNN_145522,Dinzer,,,,,,,
Stand_131_GNN_23983,Minkwell,,,,,,,
Stand_3_GNN_94203,Dinzer,,,,,,,
Stand_123_GNN_84088,Dinzer,,,,,,,
Stand_3_GNN_94201,Rock outcrop,,,,,,,
Stand_189_GNN_84053,Dinzer,,,,,,,
Stand_244_GNN_80679,Dinzer,,,,,,,
Stand_108_GNN_24981,Minkwell,,,,,,,
Stand_263_GNN_9895,Dinzer,,,,,,,
Stand_209_GNN_79065,Dinzer,,,,,,,
Stand_30_GNN_25119,Dinzer,,,,,,,
Stand_236_GNN_130578,Dinzer,,,,,,,
Stand_22_GNN_94106,Dinzer,,,,,,,
Stand_132_GNN_94106,Dinzer,,,,,,,
Stand_74_GNN_141226,Dinzer,,,,,,,
Stand_59_GNN_137492,Dinzer,,,,,,,
Stand_2_GNN_14019,Minkwell,,,,,,,
Stand_92_GNN_9482,Dinzer,,,,,,,
Stand_4_GNN_80730,Dinzer,,,,,,,
Stand_302_GNN_145213,Dinzer,,,,,,,
Stand_50_GNN_25172,Minkwell,,,,,,,
Stand_93_GNN_78787,Dinzer,,,,,,,
Stand_64_GNN_14780,Minkwell,,,,,,,
Stand_18_GNN_145381,Dinzer,,,,,,,
Stand_250_GNN_141439,Dinzer,,,,,,,
Stand_19_GNN_20888,Dinzer,,,,,,,
Stand_20_GNN_21307,Dinzer,,,,,,,
Stand_87_GNN_136495,Rock outcrop,,,,,,,
Stand_212_GNN_25150,Dinzer,,,,,,,
Stand_67_GNN_130409,Minkwell,,,,,,,
Stand_195_GNN_137417,Minkwell,,,,,,,
Stand_205_GNN_25120,Minkwell,,,,,,,
Stand_67_GNN_129875,Minkwell,,,,,,,
Stand_88_GNN_140878,Dinzer,,,,,,,
Stand_283_GNN_14234,Minkwell,,,,,,,
Stand_2_GNN_2831,Minkwell,,,,,,,
Stand_14_GNN_24401,Dinzer,,,,,,,
Stand_135_GNN_25306,Minkwell,,,,,,,
Stand_281_GNN_84328,Dinzer,,,,,,,
Stand_64_GNN_14528,Dinzer,,,,,,,
Stand_72_GNN_140681,Minkwell,,,,,,,
Stand_128_GNN_24237,Dinzer,,,,,,,
Stand_285_GNN_24481,Dinzer,,,,,,,
Stand_45_GNN_137268,Minkwell,,,,,,,
Stand_12_GNN_137000,Minkwell,,,,,,,
Stand_7_GNN_87958,Dinzer,,,,,,,
Stand_24_GNN_81109,Dinzer,,,,,,,
Stand_21_GNN_137213,Dinzer,,,,,,,
Stand_120_GNN_8959,Minkwell,,,,,,,
Stand_213_GNN_14452,Minkwell,,,,,,,
Stand_127_GNN_129921,Dinzer,,,,,,,
Stand_25_GNN_133151,Dinzer,,,,,,,
Stand_225_GNN_82600,Minkwell,,,,,,,
Stand_83_GNN_129921,Dinzer,,,,,,,
Stand_10_GNN_9057,Dinzer,,,,,,,
Stand_74_GNN_136495,Dinzer,,,,,,,
Stand_250_GNN_29475,Dinzer,,,,,,,
Stand_32_GNN_25150,Minkwell,,,,,,,
Stand_194_GNN_21112,Dinzer,,,,,,,
Stand_192_GNN_29488,Dinzer,,,,,,,
Stand_267_GNN_81393,Dinzer,,,,,,,
Stand_186_GNN_14498,Minkwell,,,,,,,
Stand_130_GNN_137526,Minkwell,,,,,,,
Stand_96_GNN_13091,Dinzer,,,,,,,
Stand_177_GNN_85910,Dinzer,,,,,,,
Stand_213_GNN_8959,Minkwell,,,,,,,
Stand_63_GNN_83057,Dinzer,,,,,,,
Stand_105_GNN_130881,Minkwell,,,,,,,
Stand_37_GNN_137444,Minkwell,,,,,,,
Stand_39_GNN_82600,Minkwell,,,,,,,
Stand_39_GNN_25053,Minkwell,,,,,,,
Stand_0_GNN_14451,Dinzer,,,,,,,
Stand_0_GNN_14453,Minkwell,,,,,,,
Stand_0_GNN_14452,Minkwell,,,,,,,
Stand_24_GNN_84053,Rock outcrop,,,,,,,
Stand_300_GNN_78788,Minkwell,,,,,,,
Stand_205_GNN_137471,Minkwell,,,,,,,
Stand_221_GNN_21307,Minkwell,,,,,,,
Stand_287_GNN_24403,Dinzer,,,,,,,
Stand_203_GNN_133889,Dinzer,,,,,,,
Stand_97_GNN_149460,Dinzer,,,,,,,
Stand_177_GNN_14451,Dinzer,,,,,,,
Stand_177_GNN_14452,Dinzer,,,,,,,
Stand_120_GNN_2331,Minkwell,,,,,,,
Stand_275_GNN_144938,Minkwell,,,,,,,
Stand_134_GNN_25090,Minkwell,,,,,,,
Stand_71_GNN_9157,Minkwell,,,,,,,
Stand_22_GNN_78828,Dinzer,,,,,,,
Stand_36_GNN_14563,Dinzer,,,,,,,
Stand_215_GNN_14498,Minkwell,,,,,,,
Stand_191_GNN_8142,Minkwell,,,,,,,
Stand_64_GNN_11955,Minkwell,,,,,,,
Stand_133_GNN_135147,Dinzer,,,,,,,
Stand_18_GNN_83057,Dinzer,,,,,,,
Stand_94_GNN_140949,Dinzer,,,,,,,
Stand_14_GNN_78654,Dinzer,,,,,,,
Stand_165_GNN_23628,Minkwell,,,,,,,
Stand_128_GNN_84053,Dinzer,,,,,,,
Stand_29_GNN_137444,Dinzer,,,,,,,
Stand_180_GNN_81109,Dinzer,,,,,,,
Stand_216_GNN_82600,Dinzer,,,,,,,
Stand_299_GNN_13239,Minkwell,,,,,,,
Stand_59_GNN_85910,Dinzer,,,,,,,
Stand_68_GNN_21025,Minkwell,,,,,,,
Stand_94_GNN_137000,Dinzer,,,,,,,
Stand_273_GNN_25021,Minkwell,,,,,,,
Stand_186_GNN_137472,Minkwell,,,,,,,
Stand_96_GNN_14600,Dinzer,,,,,,,
Stand_8_GNN_82721,Dinzer,,,,,,,
Stand_39_GNN_21112,Minkwell,,,,,,,
Stand_256_GNN_25119,Dinzer,,,,,,,
Stand_66_GNN_25054,Minkwell,,,,,,,
Stand_4_GNN_137234,Dinzer,,,,,,,
Stand_193_GNN_149639,Dinzer,,,,,,,
Stand_89_GNN_14234,Minkwell,,,,,,,
Stand_101_GNN_137444,Dinzer,,,,,,,
Stand_62_GNN_137417,Dinzer,,,,,,,
Stand_286_GNN_93760,Minkwell,,,,,,,
Stand_299_GNN_140949,Minkwell,,,,,,,
Stand_74_GNN_83057,Dinzer,,,,,,,
Stand_45_GNN_14452,Minkwell,,,,,,,
Stand_114_GNN_25020,Minkwell,,,,,,,
Stand_91_GNN_84088,Dinzer,,,,,,,
Stand_67_GNN_145213,Minkwell,,,,,,,
Stand_122_GNN_8533,Dinzer,,,,,,,
Stand_50_GNN_85910,Minkwell,,,,,,,
Stand_14_GNN_24218,Dinzer,,,,,,,
Stand_122_GNN_8534,Dinzer,,,,,,,
Stand_4_GNN_141109,Dinzer,,,,,,,
Stand_147_GNN_13771,Minkwell,,,,,,,
Stand_198_GNN_136333,Minkwell,,,,,,,
Stand_188_GNN_83057,Dinzer,,,,,,,
Stand_47_GNN_136425,Minkwell,,,,,,,
Stand_286_GNN_9057,Dinzer,,,,,,,
Stand_11_GNN_13091,Minkwell,,,,,,,
Stand_215_GNN_21178,Minkwell,,,,,,,
Stand_18_GNN_81109,Dinzer,,,,,,,
Stand_69_GNN_23546,Minkwell,,,,,,,
Stand_117_GNN_9024,Minkwell,,,,,,,
Stand_235_GNN_14525,Dinzer,,,,,,,
Stand_92_GNN_24782,Dinzer,,,,,,,
Stand_2_GNN_2331,Minkwell,,,,,,,
Stand_27_GNN_136257,Dinzer,,,,,,,
Stand_18_GNN_84088,Dinzer,,,,,,,
Stand_88_GNN_82600,Dinzer,,,,,,,
Stand_116_GNN_145522,Dinzer,,,,,,,
Stand_204_GNN_133151,Minkwell,,,,,,,
Stand_242_GNN_137268,Minkwell,,,,,,,
Stand_122_GNN_136495,Dinzer,,,,,,,
Stand_225_GNN_137417,Minkwell,,,,,,,
Stand_296_GNN_14498,Minkwell,,,,,,,
Stand_4_GNN_24667,Dinzer,,,,,,,
Stand_153_GNN_136495,Dinzer,,,,,,,
Stand_87_GNN_21148,Rock outcrop,,,,,,,
Stand_96_GNN_2928,Dinzer,,,,,,,
Stand_29_GNN_14525,Dinzer,,,,,,,
Stand_98_GNN_25195,Minkwell,,,,,,,
Stand_205_GNN_9057,Minkwell,,,,,,,
Stand_198_GNN_13334,Minkwell,,,,,,,
Stand_147_GNN_141180,Minkwell,,,,,,,
Stand_59_GNN_141226,Dinzer,,,,,,,
Stand_57_GNN_20806,Minkwell,,,,,,,
Stand_22_GNN_137341,Dinzer,,,,,,,
Stand_245_GNN_137256,Dinzer,,,,,,,
Stand_240_GNN_94192,Dinzer,,,,,,,
Stand_214_GNN_21178,Minkwell,,,,,,,
Stand_66_GNN_129397,Minkwell,,,,,,,
Stand_267_GNN_149299,Dinzer,,,,,,,
Stand_126_GNN_84053,Dinzer,,,,,,,
Stand_79_GNN_130631,Dinzer,,,,,,,
Stand_264_GNN_137526,Minkwell,,,,,,,
Stand_219_GNN_84328,Rock outcrop,,,,,,,
Stand_213_GNN_137268,Minkwell,,,,,,,
Stand_107_GNN_81141,Minkwell,,,,,,,
Stand_285_GNN_14600,Dinzer,,,,,,,
Stand_234_GNN_25516,Dinzer,,,,,,,
Stand_128_GNN_145200,Dinzer,,,,,,,
Stand_53_GNN_140973,Minkwell,,,,,,,
Stand_194_GNN_13091,Dinzer,,,,,,,
Stand_38_GNN_137444,Minkwell,,,,,,,
Stand_79_GNN_94106,Dinzer,,,,,,,
Stand_62_GNN_137256,Dinzer,,,,,,,
Stand_33_GNN_80413,Dinzer,,,,,,,
Stand_116_GNN_14234,Dinzer,,,,,,,
Stand_142_GNN_81141,Minkwell,,,,,,,
Stand_153_GNN_12833,Dinzer,,,,,,,
Stand_266_GNN_21148,Dinzer,,,,,,,
Stand_143_GNN_137492,Minkwell,,,,,,,
Stand_240_GNN_25088,Dinzer,,,,,,,
Stand_93_GNN_78643,Dinzer,,,,,,,
Stand_61_GNN_149512,Dinzer,,,,,,,
Stand_121_GNN_25253,Dinzer,,,,,,,
Stand_156_GNN_131381,Dinzer,,,,,,,
Stand_91_GNN_12642,Dinzer,,,,,,,
Stand_46_GNN_8191,Minkwell,,,,,,,
Stand_97_GNN_14345,Dinzer,,,,,,,
Stand_97_GNN_14346,Dinzer,,,,,,,
Stand_136_GNN_135075,Minkwell,,,,,,,
Stand_43_GNN_2331,Minkwell,,,,,,,
Stand_156_GNN_129921,Dinzer,,,,,,,
Stand_222_GNN_2854,Minkwell,,,,,,,
Stand_150_GNN_129875,Minkwell,,,,,,,
Stand_115_GNN_81101,Minkwell,,,,,,,
Stand_162_GNN_84053,Dinzer,,,,,,,
Stand_275_GNN_84823,Minkwell,,,,,,,
Stand_290_GNN_23424,Minkwell,,,,,,,
Stand_15_GNN_21112,Minkwell,,,,,,,
Stand_151_GNN_137526,Dinzer,,,,,,,
Stand_192_GNN_8959,Dinzer,,,,,,,
Stand_286_GNN_86176,Minkwell,,,,,,,
Stand_216_GNN_13239,Dinzer,,,,,,,
Stand_196_GNN_145522,Dinzer,,,,,,,
Stand_266_GNN_12197,Rock outcrop,,,,,,,
Stand_179_GNN_21178,Dinzer,,,,,,,
Stand_276_GNN_13424,Minkwell,,,,,,,
Stand_289_GNN_8142,Minkwell,,,,,,,
Stand_200_GNN_13239,Minkwell,,,,,,,
Stand_95_GNN_13091,Dinzer,,,,,,,
Stand_11_GNN_141226,Minkwell,,,,,,,
Stand_162_GNN_81109,Dinzer,,,,,,,
Stand_94_GNN_24259,Dinzer,,,,,,,
Stand_8_GNN_84053,Dinzer,,,,,,,
Stand_17_GNN_25253,Dinzer,,,,,,,
Stand_61_GNN_137526,Dinzer,,,,,,,
Stand_86_GNN_145200,Dinzer,,,,,,,
Stand_122_GNN_24240,Dinzer,,,,,,,
Stand_8_GNN_8601,Dinzer,,,,,,,
Stand_299_GNN_25088,Minkwell,,,,,,,
Stand_150_GNN_141180,Minkwell,,,,,,,
Stand_105_GNN_137000,Minkwell,,,,,,,
Stand_99_GNN_8533,Minkwell,,,,,,,
Stand_49_GNN_25120,Minkwell,,,,,,,
Stand_139_GNN_14234,Dinzer,,,,,,,
Stand_29_GNN_25119,Dinzer,,,,,,,
Stand_3_GNN_25119,Dinzer,,,,,,,
Stand_230_GNN_137471,Minkwell,,,,,,,
Stand_215_GNN_13505,Minkwell,,,,,,,
Stand_190_GNN_25120,Dinzer,,,,,,,
Stand_76_GNN_89425,Dinzer,,,,,,,
Stand_287_GNN_24219,Dinzer,,,,,,,
Stand_157_GNN_137256,Dinzer,,,,,,,
Stand_48_GNN_25120,Minkwell,,,,,,,
Stand_5_GNN_149512,Dinzer,,,,,,,
Stand_136_GNN_12555,Minkwell,,,,,,,
Stand_302_GNN_13389,Dinzer,,,,,,,
Stand_68_GNN_24617,Minkwell,,,,,,,
Stand_182_GNN_20760,Dinzer,,,,,,,
Stand_3_GNN_78788,Dinzer,,,,,,,
Stand_182_GNN_82600,Dinzer,,,,,,,
Stand_3_GNN_78787,Dinzer,,,,,,,
Stand_273_GNN_25054,Minkwell,,,,,,,
Stand_67_GNN_141226,Minkwell,,,,,,,
Stand_18_GNN_137213,Dinzer,,,,,,,
Stand_77_GNN_13239,Dinzer,,,,,,,
Stand_108_GNN_24218,Minkwell,,,,,,,
Stand_109_GNN_85910,Minkwell,,,,,,,
Stand_106_GNN_25336,Minkwell,,,,,,,
Stand_147_GNN_13091,Minkwell,,,,,,,
Stand_135_GNN_29510,Minkwell,,,,,,,
Stand_202_GNN_14345,Dinzer,,,,,,,
Stand_115_GNN_137417,Minkwell,,,,,,,
Stand_157_GNN_25150,Dinzer,,,,,,,
Stand_44_GNN_14498,Minkwell,,,,,,,
Stand_45_GNN_141226,Minkwell,,,,,,,
Stand_136_GNN_20484,Minkwell,,,,,,,
Stand_82_GNN_14234,Minkwell,,,,,,,
Stand_24_GNN_145522,Rock outcrop,,,,,,,
Stand_60_GNN_25120,Dinzer,,,,,,,
Stand_80_GNN_136495,Dinzer,,,,,,,
Stand_273_GNN_8711,Minkwell,,,,,,,
Stand_189_GNN_8994,Dinzer,,,,,,,
Stand_3_GNN_84053,Dinzer,,,,,,,
Stand_207_GNN_141046,Dinzer,,,,,,,
Stand_96_GNN_130881,Dinzer,,,,,,,
Stand_103_GNN_145213,Dinzer,,,,,,,
